46,43,50,86,11,42,30,42,53,110,88,8
76,48,39,23,35,46,72,45,115,92,72,42
140,76,52,63,52,36,87,56,33,35,42,51
462,84,10,86,121,120,100,173,79,69,72,109
92,116,123,30,73,33,100,36,33,51,58,126
58,76,99,30,35,70,39,69,45,47,67,87
30,98,142,79,73,62,86,59,76,50,72,20
32,19,67,80,62,66,40,45,53,98,48,43
